orf	UNIPROT	GENENAME	SGD	OG	HAS_ORTHOLOG	len_ref	len_msa.yk11	n_snp	f_snp	len_msa.fungi	pid.fungi	n_species	f_species	n_matched.fungi	n_mismatched.fungi	n_indel.fungi	f_matched.fungi	f_indel.fungi	r4s.fungi	iq_cat.fungi	leisr_up.fungi	leisr_global.fungi	leisr_local.fungi	n_strains	f_strains	n_matched.yk11	n_indel.yk11	f_matched.yk11	f_mismatched.yk11	f_indel.yk11	r4s.yk11	leisr_up.yk11	leisr_global.yk11	leisr_local.yk11
YBL022C	P36775	PIM1	S000000118	3RR41	TRUE	1133	1133	144	0.12709620476610767	1299	0.21800529567519855	14	1	140	886	631	0.1235657546337158	0.5569285083848191	1.2432901147396294	2.113857016769638	545.2024941785879	-16.6853354288263	-14.488954093608157	1012	1	989	0	0.8729037952338923	0.12709620476610767	0	0.07037017475728155	5.475550833770363	-8.297280475797727	-6.591018497541039
YBL023C	P29469	MCM2	S000000119	3RRZH	TRUE	868	868	62	0.07142857142857142	1001	0.5264976958525346	14	1	452	411	50	0.5207373271889401	0.0576036866359447	0.5628988709677419	1.5034562211981566	6.983425648663167	-10.525894242068576	-8.83884822883736	1012	1	806	0	0.9285714285714286	0.07142857142857142	0	0.026181116359447004	14.751374004660715	-4.496542638456758	-3.977656072173644
YBL024W	P38205	NCL1	S000000120	3RRSX	TRUE	684	684	89	0.1301169590643275	939	0.3669590643274854	14	1	127	433	421	0.18567251461988304	0.6154970760233918	0.8897891374269006	1.8771929824561404	340.3089975101404	-13.77476388851733	-11.971243235441738	1012	1	595	0	0.8698830409356725	0.1301169590643275	0	NA	4.718868131293488	-10.338273393948567	-7.668331278127438
YBL028C	P38202	YBL028C	S000000124	3RV0D	TRUE	106	106	20	0.18867924528301888	197	0.2075471698113207	14	1	22	84	21	0.20754716981132076	0.19811320754716982	1.3234783018867924	2.2169811320754715	196.1886982862162	-18.730788075937134	-16.2912652614682	1012	1	86	0	0.8113207547169812	0.18867924528301888	0	0.0646749716981132	7.080337578853407	-6.5031260855496775	-5.217460688166813
YBL029W	P38201	YBL029W	S000000125	3RURG	TRUE	376	376	89	0.23670212765957446	814	0.015957446808510634	14	1	5	370	174	0.013297872340425532	0.4627659574468085	2.5779276595744682	2.7154255319148937	805.4915214805271	-26.191420741114197	-24.454448102548586	1012	1	287	0	0.7632978723404256	0.23670212765957446	0	0.18785969680851064	3.367450146758666	-16.007856561057523	-12.446731861586604
YBL030C	P18239	PET9	S000000126	3RRAG	TRUE	318	318	23	0.07232704402515723	345	0.6698113207547169	14	1	211	105	20	0.6635220125786163	0.06289308176100629	0.39741323899371067	1.610062893081761	7.708948048362669	-7.63863679043561	-6.372914630429415	1012	1	295	0	0.9276729559748428	0.07232704402515723	0	0.12309401572327043	3.977710792110156	-9.46983308963147	-5.9430270991973355
YBL032W	P38199	HEK2	S000000128	3RTG4	TRUE	381	381	66	0.1732283464566929	788	0.12073490813648291	14	1	36	335	182	0.09448818897637795	0.4776902887139108	1.2800724409448818	2.3674540682414698	430.7186602584931	-17.39221857586328	-15.646360659862255	1006	0.9940711462450593	315	381	0.8267716535433071	0.1732283464566929	1	0.08781727034120734	4.795128818357305	-9.293708988731687	-7.304236040608791
YBL033C	P38066	RIB1	S000000129	3RT3T	TRUE	345	345	49	0.14202898550724638	483	0.43768115942028984	14	1	144	194	76	0.41739130434782606	0.22028985507246376	0.9922618550724638	2.1884057971014492	237.59413422371009	-12.533391887115037	-10.536601952207873	1012	1	296	0	0.8579710144927536	0.14202898550724638	0	0.06287027536231884	7.389163391046648	-6.567526759424782	-5.448725540024502
YBL034C	P38198	STU1	S000000130	3RTDF	TRUE	1513	1513	304	0.20092531394580304	2061	0.03767349636483808	14	1	24	1456	528	0.015862524785194978	0.3489755452742895	2.0282836087243887	2.5829477858559153	376.2345731472862	-24.438243428584872	-23.03956634854716	1012	1	1209	0	0.799074686054197	0.20092531394580304	0	NA	4.083390241781318	-12.142635632013658	-9.524039037800796
YBL035C	P38121	POL12	S000000131	3RTM5	TRUE	705	705	119	0.16879432624113475	778	0.16170212765957448	14	1	39	591	499	0.05531914893617021	0.7078014184397163	1.275255744680851	2.1404255319148935	458.7017947573696	-18.096596305876986	-16.38550727157176	1012	1	586	0	0.8312056737588652	0.16879432624113475	0	0.1252772609929078	3.7416513355373078	-11.70136942228105	-8.712387016170771
YBL036C	P38197	YBL036C	S000000132	3RUCY	TRUE	257	257	45	0.17509727626459143	304	0.30350194552529186	14	1	77	179	18	0.29961089494163423	0.07003891050583658	1.1057437743190661	1.9649805447470816	159.3070396086207	-16.674827102063418	-14.506044653026885	1012	1	212	0	0.8249027237354085	0.17509727626459143	0	0.08889003112840467	4.652624066844184	-9.056097810095158	-7.21006354128088
YBL037W	P38065	APL3	S000000133	3RSWH	TRUE	1025	1025	205	0.2	1185	0.10341463414634144	14	1	98	919	138	0.09560975609756098	0.13463414634146342	1.2322648780487806	2.6439024390243904	73.51631683728371	-19.57307037697753	-18.05616949012069	1012	1	820	0	0.8	0.2	0	0.1133009843902439	4.131793275835639	-10.445410297104827	-8.171466551500872
YBL038W	P38064	MRPL16	S000000134	3RTJR	TRUE	232	232	36	0.15517241379310345	270	0.31465517241379315	14	1	71	159	31	0.30603448275862066	0.1336206896551724	0.97443625	2.211206896551724	264.70992868238187	-14.84036616634269	-12.972816052171385	1012	1	196	0	0.8448275862068966	0.15517241379310345	0	0.1199589698275862	5.179944334508126	-9.379091279177217	-7.1148834159418195
YBL039C	P28274	URA7	S000000135	3RSX2	TRUE	579	579	38	0.06563039723661486	592	0.5699481865284974	14	1	329	249	7	0.5682210708117443	0.012089810017271158	0.5107407944732297	1.773747841105354	4.844795237503846	-10.375797438734164	-8.669132878403081	1012	1	541	0	0.9343696027633851	0.06563039723661486	0	0.06956897409326425	7.733403821700436	-6.340125804024947	-4.787624498050094
YBL041W	P23724	PRE7	S000000137	3RT45	TRUE	241	241	20	0.08298755186721991	291	0.5601659751037344	14	1	134	106	2	0.5560165975103735	0.008298755186721992	0.31727427385892115	2.012448132780083	4.66298920805717	-8.285830358302546	-7.291221555230223	1012	1	221	0	0.91701244813278	0.08298755186721991	0	0.04059109958506224	10.398040824643672	-5.2769562517051956	-4.448843595855351
YBL042C	P38196	FUI1	S000000138	3RRPA	TRUE	639	639	107	0.1674491392801252	725	0.215962441314554	14	1	131	501	108	0.20500782472613457	0.16901408450704225	1.2653608763693271	2.1455399061032865	536.0643210737617	-18.25694081204645	-16.062202244171626	1012	1	532	0	0.8325508607198748	0.1674491392801252	0	0.09241306729264476	5.0636277188166785	-9.30676474156805	-7.541919504404606
YBL045C	P07256	COR1	S000000141	3RSI9	TRUE	457	457	83	0.18161925601750548	503	0.10722100656455147	14	1	45	408	47	0.09846827133479212	0.10284463894967177	1.1092894967177243	2.533916849015317	27.36275725662072	-18.453739146202736	-16.905132097776644	1012	1	374	0	0.8183807439824945	0.18161925601750548	0	0.11664997811816193	4.030233039700012	-10.547879705025961	-7.665949602319696
YBL047C	P34216	EDE1	S000000143	3RSYK	TRUE	1381	1381	264	0.19116582186821143	1638	0.10065170166545978	14	1	27	1242	1128	0.01955104996379435	0.8167994207096307	1.4531515568428675	2.340333091962346	577.8333762239979	-19.631201731208268	-17.966547833355946	1012	1	1117	0	0.8088341781317886	0.19116582186821143	0	0.09521314989138306	4.66573449091104	-10.015271201655626	-8.013947234433386
YBL051C	P34217	PIN4	S000000147	3RS70	TRUE	668	668	129	0.19311377245508982	1063	0.16467065868263475	14	1	102	558	298	0.15269461077844312	0.44610778443113774	1.314586526946108	2.2769461077844313	275.8125208956101	-18.290162193769536	-16.25783117257012	1012	1	539	0	0.8068862275449101	0.19311377245508982	0	0.07753023203592814	4.699509434562598	-9.490250552624843	-7.850236915051279
YBL052C	P34218	SAS3	S000000148	3RS3B	TRUE	831	831	226	0.2719614921780987	1282	0.16004813477737667	14	1	110	698	301	0.13237063778580024	0.3622141997593261	2.2045733092659447	2.7063778580024067	859.2134673581705	-22.526792161749164	-20.209908233939977	1012	1	605	0	0.7280385078219013	0.2719614921780987	0	0.19584426474127556	2.958562105937141	-17.03200216653957	-13.469708839564476
YBL054W	P34219	TOD6	S000000150	3RU4V	TRUE	525	525	121	0.23047619047619047	1129	0.0971428571428572	14	1	37	474	355	0.07047619047619047	0.6761904761904762	1.7389344761904761	2.902857142857143	368.69945057619333	-21.572775196487076	-19.70927560745047	1011	0.9990118577075099	404	525	0.7695238095238095	0.23047619047619047	1	0.18591765523809523	3.8871034257917483	-13.938141918132116	-10.757178457983027
YBL055C	P34220	YBL055C	S000000151	3RSUG	TRUE	418	418	103	0.24641148325358853	598	0.1722488038277512	14	1	67	346	118	0.16028708133971292	0.2822966507177033	1.5510662679425837	2.4617224880382773	888.8227074915224	-19.51539407125221	-17.380177953959414	1012	1	315	0	0.7535885167464115	0.24641148325358853	0	0.1295281004784689	3.439520024223984	-13.160126635141824	-10.27109899524732
YBL056W	P34221	PTC3	S000000152	3RRTB	TRUE	468	468	81	0.17307692307692307	641	0.2585470085470085	14	1	116	347	51	0.24786324786324787	0.10897435897435898	1.0962707264957265	2.2222222222222223	49.515737051884265	-16.441865518650623	-14.372300933872431	1012	1	387	0	0.8269230769230769	0.17307692307692307	0	0.09605219658119658	4.838857907640286	-9.038105173324096	-7.259762706818834
YBL057C	P34222	PTH2	S000000153	3RTBZ	TRUE	214	NA	NA	NA	273	0.33644859813084116	14	1	69	142	25	0.32242990654205606	0.11682242990654206	1.2143314953271027	2.4018691588785046	565.3520436256705	-16.945031232395266	-14.494144446250695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBL059C-A	Q3E7A4	CMC2	S000007488	3RVHA	TRUE	109	109	17	0.1559633027522936	183	0.04587155963302747	14	1	2	104	59	0.01834862385321101	0.5412844036697247	1.1827825688073395	2.44954128440367	285.30048048340257	-18.500184174518242	-17.095531682221992	1012	1	92	0	0.8440366972477065	0.1559633027522936	0	0.14921639449541285	6.376367512251647	-8.869161199370781	-6.075260932105334
YBL059W	P34224	YBL059W	S000000155	3RVRD	TRUE	193	193	58	0.3005181347150259	208	0.15025906735751293	14	1	6	164	136	0.031088082901554404	0.7046632124352331	1.4735953367875647	2.606217616580311	192908.06284587397	-17.941494431270584	-16.56537334411541	1012	1	135	0	0.6994818652849741	0.3005181347150259	0	0.1406860621761658	3.44366854761099	-13.250313234129973	-10.567642307354367
YBL060W	P34225	YEL1	S000000156	3RSUA	TRUE	687	687	174	0.25327510917030566	1875	0.01455604075691408	14	1	9	677	225	0.013100436681222707	0.32751091703056767	2.247719650655022	2.458515283842795	615.8273535553191	-26.315056588794153	-24.692772223449445	1012	1	513	0	0.7467248908296943	0.25327510917030566	0	NA	3.1322947938696273	-16.504521703784974	-12.628393345110354
YBL061C	P34226	SKT5	S000000157	3RTJD	TRUE	696	696	131	0.1882183908045977	1712	0.1954022988505747	14	1	135	560	208	0.1939655172413793	0.2988505747126437	1.710437658045977	2.5344827586206895	652.3804653612993	-19.6441819508995	-16.955697937249006	1012	1	565	0	0.8117816091954023	0.1882183908045977	0	NA	3.4819167989835336	-15.02019539286853	-11.0740029330212
YBL064C	P34227	PRX1	S000000160	3RRF6	TRUE	261	261	31	0.11877394636015326	273	0.22988505747126442	14	1	60	201	48	0.22988505747126436	0.1839080459770115	1.0028724137931035	1.839080459770115	8.685372945202513	-15.224912607203196	-13.418102137976014	1012	1	230	0	0.8812260536398467	0.11877394636015326	0	0.05638130651340996	6.999144011221184	-6.591628838891394	-5.354803006862666
YBL066C	P34228	SEF1	S000000162	3RTBP	TRUE	1148	1148	204	0.17770034843205576	1327	0.22909407665505221	14	1	253	885	416	0.22038327526132404	0.3623693379790941	1.4935814721254355	2.284843205574913	442.50303336119123	-17.58283248150064	-15.256862965133438	1012	1	944	0	0.8222996515679443	0.17770034843205576	0	0.10138337804878049	4.7223919400825976	-10.159502064534552	-8.10044240329637
YBL067C	P38187	UBP13	S000000163	3RRHB	TRUE	747	747	173	0.23159303882195448	1208	0.15261044176706828	14	1	111	633	246	0.14859437751004015	0.3293172690763052	1.7036484605087014	2.357429718875502	674.7743191757453	-20.569901689130116	-18.315788318863426	1012	1	574	0	0.7684069611780455	0.23159303882195448	0	0.15307063989290495	3.5526716082777163	-13.563593983012206	-10.323689308653213
YBL068W	P38063	PRS4	S000000164	3RRB0	TRUE	327	NA	NA	NA	874	0.4740061162079511	14	1	153	172	9	0.46788990825688076	0.027522935779816515	0.49452266055045874	1.7767584097859328	66.42900700519722	-9.997986572680958	-8.62278641957458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBL071W-A	Q3E840	KTI11	S000007587	3RV35	TRUE	82	82	13	0.15853658536585366	120	0.35365853658536583	14	1	29	53	15	0.35365853658536583	0.18292682926829268	0.7599612195121951	2.3780487804878048	7.215123567428588	-12.037224011152833	-10.464404235756357	1012	1	69	0	0.8414634146341463	0.15853658536585366	0	0.2410503414634146	2.717280940085665	-15.49078883212898	-10.983300886284583
YBL072C	P0CX39	RPS8A	S000000168	3RT6X	TRUE	200	NA	NA	NA	208	0.7150000000000001	14	1	143	57	3	0.715	0.015	0.26021665	1.78	5.208368996187927	-7.3684486413020425	-6.158593947078363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YBL075C	P09435	SSA3	S000000171	3RRJK	TRUE	649	649	78	0.12018489984591679	841	0.6548536209553159	14	1	421	224	36	0.6486902927580893	0.05546995377503852	0.3724653620955316	1.8258859784283512	36.488917691287995	-8.193351611183573	-6.853638304778051	1012	1	571	0	0.8798151001540832	0.12018489984591679	0	0.07415765485362096	5.990615829143245	-7.654870394153514	-5.983700553393496
YBL076C	P09436	ILS1	S000000172	3RSQU	TRUE	1072	1072	97	0.09048507462686567	1152	0.48880597014925375	14	1	524	548	2	0.48880597014925375	0.0018656716417910447	0.5226927425373135	2.0569029850746268	4.20881110410662	-10.942385061324927	-9.45288132602186	1012	1	975	0	0.9095149253731343	0.09048507462686567	0	0.03325899813432836	9.31765399606115	-5.6053024018035185	-4.694385508239545
YBL079W	P38181	NUP170	S000000175	3RSSM	TRUE	1502	1502	254	0.16910785619174434	1737	0.1531291611185086	14	1	216	1272	188	0.14380825565912117	0.12516644474034622	1.0349534620505991	2.4127829560585887	178.06377535862615	-16.735101500656025	-15.200638089109685	1012	1	1248	0	0.8308921438082557	0.16910785619174434	0	0.1125978948069241	4.377176681248701	-10.119593791560918	-7.831145427620945
YBL080C	P33893	PET112	S000000176	3RSVM	TRUE	541	541	115	0.21256931608133087	726	0.20332717190388172	14	1	108	431	74	0.19963031423290203	0.1367837338262477	1.3017022181146025	2.3049907578558226	244.71822182971545	-18.876429779811758	-16.74940608712332	1012	1	426	0	0.7874306839186691	0.21256931608133087	0	0.1339985563770795	3.8779772359387814	-12.159277167613338	-9.387599724748485
YBL084C	P38042	CDC27	S000000180	3RT06	TRUE	758	758	103	0.1358839050131926	963	0.12269129287598945	14	1	91	665	253	0.12005277044854881	0.3337730870712401	1.355931530343008	2.5646437994722957	324.027152699222	-19.297364478389763	-17.500347721957898	1012	1	655	0	0.8641160949868074	0.1358839050131926	0	0.03770177572559367	7.357922328716766	-6.518891338182965	-5.39417875275941
YBL085W	P38041	BOI1	S000000181	3RTYJ	TRUE	980	980	189	0.19285714285714287	1501	0.13163265306122451	14	1	107	851	427	0.10918367346938776	0.4357142857142857	1.9071894897959183	2.570408163265306	862.1133010192837	-22.701634708847497	-20.33620499371674	1012	1	791	0	0.8071428571428572	0.19285714285714287	0	NA	3.835247426873685	-12.431736183075111	-9.549837150956439
YBL086C	P38177	YBL086C	S000000182	3RRT7	TRUE	466	466	89	0.19098712446351931	885	0.07296137339055797	14	1	26	432	194	0.055793991416309016	0.41630901287553645	1.561955364806867	2.755364806866953	306.70035507827595	-20.66978121101493	-19.12314844717407	1012	1	377	0	0.8090128755364807	0.19098712446351931	0	0.11465827253218884	4.174120710416598	-11.49260466968737	-8.955919429816964
YBL088C	P38110	TEL1	S000000184	3RRS5	TRUE	2787	2787	554	0.1987800502332257	3242	0.06099748833871543	14	1	10	2617	2137	0.003588087549336204	0.7667743092931467	2.1710015069967707	2.838536060279871	518.3646717095928	-24.33100445500729	-22.662151506300045	1012	1	2233	0	0.8012199497667744	0.1987800502332257	0	0.11711056153570147	3.9506219065291086	-11.701179496594252	-9.06690249072391
YBL089W	P38176	AVT5	S000000185	3RRAB	TRUE	459	459	75	0.16339869281045752	627	0.1568627450980392	14	1	68	387	76	0.14814814814814814	0.1655773420479303	1.3286910675381263	1.9215686274509804	179.397076493372	-19.407532039456616	-17.167860918001765	1012	1	384	0	0.8366013071895425	0.16339869281045752	0	0.09464153812636165	4.340376261339483	-10.269511947341131	-7.719487323076847
YBL090W	P38175	MRP21	S000000186	3RV3C	TRUE	177	177	30	0.1694915254237288	606	0.06779661016949157	14	1	12	165	52	0.06779661016949153	0.2937853107344633	1.703705649717514	2.7005649717514126	347.7209731137598	-23.191823520640536	-21.362463872579738	1012	1	147	0	0.8305084745762712	0.1694915254237288	0	0.06666714689265536	4.609266916420434	-8.213749193442025	-6.2181393433473104
YBL091C	P38174	MAP2	S000000187	3RRJX	TRUE	421	421	40	0.09501187648456057	576	0.3919239904988123	14	1	159	256	82	0.37767220902612825	0.19477434679334918	0.8954344180522565	1.9572446555819478	53.39354528921298	-14.004840670087619	-11.935314154412096	1012	1	381	0	0.9049881235154394	0.09501187648456057	0	0.023618812351543943	14.991099114783422	-4.394800311639993	-3.9858962887129565
YBL095W	P38172	MRX3	S000000191	3RSA8	TRUE	270	270	48	0.17777777777777778	415	0.18888888888888888	14	1	46	219	55	0.17037037037037037	0.2037037037037037	1.488325185185185	2.3814814814814813	413.3362935995849	-18.940088497654177	-16.999269912727414	1012	1	222	0	0.8222222222222222	0.17777777777777778	0	0.06786563333333333	5.585963210640959	-7.83964101393109	-6.287533409422443
YBL097W	P38170	BRN1	S000000193	3RSQH	TRUE	754	754	152	0.20159151193633953	1100	0.18832891246684347	14	1	133	612	269	0.17639257294429708	0.356763925729443	1.7240141909814324	2.4031830238726792	522.3849454173495	-20.75947565110331	-18.248539051953113	1012	1	602	0	0.7984084880636605	0.20159151193633953	0	0.15826577851458887	3.6461176346658166	-12.689153093618803	-9.538038578126
YBL099W	P07251	ATP1	S000000195	3RRXB	TRUE	545	545	33	0.060550458715596334	562	0.6623853211009174	14	1	326	184	100	0.5981651376146789	0.1834862385321101	0.2974988623853211	1.7761467889908258	7.197352309506331	-7.156707047423797	-6.060765789235115	1012	1	512	0	0.9394495412844037	0.060550458715596334	0	0.018271121100917432	25.502406642260127	-3.641471249401751	-3.3528696164029843
YBL101C	P38167	ECM21	S000000197	3RS84	TRUE	1117	1117	223	0.19964189794091317	1708	0.0555058191584602	14	1	48	1055	552	0.04297224709042077	0.4941808415398389	1.702056490599821	2.5980304386750226	552.6962618412276	-21.28353960510534	-19.59459619510037	1012	1	894	0	0.8003581020590869	0.19964189794091317	0	0.1141257430617726	4.760630118141381	-10.511201900101598	-8.30542558993641
YBL104C	P38164	SEA4	S000000200	3RSB7	TRUE	1038	1038	126	0.12138728323699421	1350	0.22928709055876684	14	1	55	800	849	0.052986512524084775	0.8179190751445087	1.1277733140655106	2.2427745664739884	160.72938328214116	-16.144926573088245	-14.276369846977767	1012	1	912	0	0.8786127167630058	0.12138728323699421	0	0.05404596724470135	7.11878588283269	-6.7239632522261905	-5.472703762648402
YBL105C	P24583	PKC1	S000000201	3RRS7	TRUE	1151	1151	139	0.12076455256298871	1389	0.312771503040834	14	1	359	791	175	0.31190269331016507	0.1520417028670721	1.2260921980886186	2.0251954821894005	137.46285689728484	-17.085560739874175	-14.495833795813294	1012	1	1012	0	0.8792354474370113	0.12076455256298871	0	0.10171899044309296	5.324977604874443	-8.905363935543438	-6.813130984319899
